district,course_number,course_name,takers_FRPL,takers_nonFRPL,takers_F,takers_M,takers_NW,takers_W,enrolled,frac_girls,frac_nonwhite,frac_FRPL
ESCAMBIA,2003850,IB PHYSICS 3,2,10,3,9,4,8,12,0.25,0.3333,0.1667
ESCAMBIA,2020910,ASTR S/G HON,81,148,105,124,84,145,229,0.4585,0.3668,0.3537
FAMU LAB SCH,2000310,BIO 1,30,0,16,14,30,0,30,0.5333,1,1
FAMU LAB SCH,2000320,BIO 1 HON,13,0,12,1,13,0,13,0.9231,1,1
FAMU LAB SCH,2000350,ANAT PHYSIO,16,0,13,3,16,0,16,0.8125,1,1
FAMU LAB SCH,2002050,M/J COMPRE SCI 1 ADV,66,0,42,24,65,1,66,0.6364,0.9848,1
FAMU LAB SCH,2002080,M/J COMPRE SCI 2 ADV,54,0,24,30,54,0,54,0.4444,1,1
FAMU LAB SCH,2002110,M/J COMPRE SCI 3 ADV,42,0,24,18,41,1,42,0.5714,0.9762,1
FAMU LAB SCH,2003340,CHEM 1,21,0,8,13,21,0,21,0.381,1,1
FAMU LAB SCH,2003350,CHEM 1 HON,13,0,5,8,13,0,13,0.3846,1,1
FAMU LAB SCH,2003380,PHYS 1,0,0,0,0,0,0,0,0,0,0
FAU LAB SCH,2000320,BIO 1 HON,10,26,19,17,26,10,36,0.5278,0.7222,0.2778
FAU LAB SCH,2001341,ENV SCI HON,16,19,22,13,27,8,35,0.6286,0.7714,0.4571
FAU LAB SCH,2002040,M/J COMPRE SCI 1,109,133,120,122,129,113,242,0.4959,0.5331,0.4504
FAU LAB SCH,2002070,M/J COMPRE SCI 2,107,132,129,110,152,87,239,0.5397,0.636,0.4477
FAU LAB SCH,2002100,M/J COMPRE SCI 3,108,121,116,113,129,100,229,0.5066,0.5633,0.4716
FL VIRTUAL,2000310,BIO 1,156,3469,2025,1600,1851,1774,3625,0.5586,0.5106,0.043
FL VIRTUAL,2000320,BIO 1 HON,51,1443,904,590,713,781,1494,0.6051,0.4772,0.0341
FL VIRTUAL,2000340,AP BIO,2,283,192,93,149,136,285,0.6737,0.5228,0.007
FL VIRTUAL,2000350,ANAT PHYSIO,69,1157,867,359,619,607,1226,0.7072,0.5049,0.0563
FL VIRTUAL,2000360,ANAT PHYSIO HON,23,1464,1149,338,806,681,1487,0.7727,0.542,0.0155
FL VIRTUAL,2001310,ERTH/SPA SCI,1,1733,871,863,905,829,1734,0.5023,0.5219,0.0006
FL VIRTUAL,2001320,ERTH/SPA SCI HON,0,574,342,232,292,282,574,0.5958,0.5087,0
FL VIRTUAL,2001380,AP ENV SCI,2,276,200,78,154,124,278,0.7194,0.554,0.0072
FL VIRTUAL,2002040,M/J COMPRE SCI 1,109,1783,941,951,911,981,1892,0.4974,0.4815,0.0576
FL VIRTUAL,2002050,M/J COMPRE SCI 1 ADV,25,395,210,210,189,231,420,0.5,0.45,0.0595
FL VIRTUAL,2002070,M/J COMPRE SCI 2,144,2133,1163,1114,1015,1262,2277,0.5108,0.4458,0.0632
FL VIRTUAL,2002080,M/J COMPRE SCI 2 ADV,39,557,341,255,262,334,596,0.5721,0.4396,0.0654
FL VIRTUAL,2002100,M/J COMPRE SCI 3,105,2390,1301,1194,1097,1398,2495,0.5214,0.4397,0.0421
FL VIRTUAL,2002110,M/J COMPRE SCI 3 ADV,42,592,357,277,251,383,634,0.5631,0.3959,0.0662
FL VIRTUAL,2002480,FORC SCI 1,80,1517,1106,491,682,915,1597,0.6925,0.4271,0.0501
FL VIRTUAL,2002500,MARINE SCI 1,82,1439,834,687,676,845,1521,0.5483,0.4444,0.0539
FL VIRTUAL,2002510,MARINE SCI 1 HON,20,874,604,290,420,474,894,0.6756,0.4698,0.0224
FL VIRTUAL,2003310,PHY SCI,131,1659,910,880,987,803,1790,0.5084,0.5514,0.0732
FL VIRTUAL,2003320,PHY SCI HON,22,562,330,254,335,249,584,0.5651,0.5736,0.0377
FL VIRTUAL,2003340,CHEM 1,18,1748,1021,745,934,832,1766,0.5781,0.5289,0.0102
FL VIRTUAL,2003345,CHEM 1 CR,0,0,0,0,0,0,0,0,0,0
FL VIRTUAL,2003350,CHEM 1 HON,17,1712,1090,639,927,802,1729,0.6304,0.5361,0.0098
FL VIRTUAL,2003380,PHYS 1,33,397,205,225,203,227,430,0.4767,0.4721,0.0767
FL VIRTUAL,2003390,PHYS 1 HON,38,1147,703,482,632,553,1185,0.5932,0.5333,0.0321
FLAGLER,2000025,M/J STEM LIFE SCI,34,15,13,36,21,28,49,0.2653,0.4286,0.6939
FLAGLER,2000310,BIO 1,372,195,215,352,231,336,567,0.3792,0.4074,0.6561
FLAGLER,2000315,BIO 1 CR,11,1,5,7,6,6,12,0.4167,0.5,0.9167
FLAGLER,2000320,BIO 1 HON,151,132,166,117,102,181,283,0.5866,0.3604,0.5336
FLAGLER,2000350,ANAT PHYSIO,0,0,0,0,0,0,0,0,0,0
FLAGLER,2000360,ANAT PHYSIO HON,109,104,135,78,83,130,213,0.6338,0.3897,0.5117
FLAGLER,2000430,BIOTECH,12,32,28,16,9,35,44,0.6364,0.2045,0.2727
FLAGLER,2000440,GENETICS HON,8,10,13,5,8,10,18,0.7222,0.4444,0.4444
FLAGLER,2000800,FL PRE-IB BIO 1,21,33,31,23,17,37,54,0.5741,0.3148,0.3889
FLAGLER,2000805,IB BIOLOGY 1,0,0,0,0,0,0,0,0,0,0
FLAGLER,2000820,IB BIOLOGY 3,10,12,14,8,6,16,22,0.6364,0.2727,0.4545
FLAGLER,2001020,M/J ERTH/SPA SCI ADV,0,0,0,0,0,0,0,0,0,0
FLAGLER,2001025,M/J STEM ASTRO/SPACE,31,13,9,35,16,28,44,0.2045,0.3636,0.7045
FLAGLER,2001310,ERTH/SPA SCI,119,63,82,100,92,90,182,0.4505,0.5055,0.6538
FLAGLER,2001320,ERTH/SPA SCI HON,0,0,0,0,0,0,0,0,0,0
FLAGLER,2001380,AP ENV SCI,17,34,28,23,13,38,51,0.549,0.2549,0.3333
FLAGLER,2001820,IB SPORTS EXER SCI 1,4,8,6,6,4,8,12,0.5,0.3333,0.3333
FLAGLER,2001830,IB SPORTS EXER SCI 2,0,0,0,0,0,0,0,0,0,0
FLAGLER,2001835,IB SPORTS EXER SCI 3,0,0,0,0,0,0,0,0,0,0
FLAGLER,2002040,M/J COMPRE SCI 1,632,422,534,520,414,640,1054,0.5066,0.3928,0.5996
FLAGLER,2002070,M/J COMPRE SCI 2,401,212,277,336,250,363,613,0.4519,0.4078,0.6542
FLAGLER,2002080,M/J COMPRE SCI 2 ADV,159,166,168,157,98,227,325,0.5169,0.3015,0.4892
FLAGLER,2002100,M/J COMPRE SCI 3,419,220,290,349,254,385,639,0.4538,0.3975,0.6557
FLAGLER,2002110,M/J COMPRE SCI 3 ADV,169,223,211,181,116,276,392,0.5383,0.2959,0.4311
FLAGLER,2002200,M/J STEM ENV SCI,53,28,39,42,20,61,81,0.4815,0.2469,0.6543
FLAGLER,2002400,INTEG SCI 1,147,38,71,114,86,99,185,0.3838,0.4649,0.7946
FLAGLER,2002480,FORC SCI 1,82,66,84,64,49,99,148,0.5676,0.3311,0.5541
FLAGLER,2002490,FORC SCI 2,6,15,12,9,9,12,21,0.5714,0.4286,0.2857
FLAGLER,2002500,MARINE SCI 1,132,67,82,117,73,126,199,0.4121,0.3668,0.6633
FLAGLER,2002510,MARINE SCI 1 HON,43,40,51,32,32,51,83,0.6145,0.3855,0.5181
FLAGLER,2002530,MARINE SCI 2 HON,9,11,8,12,6,14,20,0.4,0.3,0.45
FLAGLER,2003030,M/J STEM PHYSIC SCI,81,180,136,125,94,167,261,0.5211,0.3602,0.3103
FLAGLER,2003310,PHY SCI,58,27,29,56,39,46,85,0.3412,0.4588,0.6824
FLAGLER,2003320,PHY SCI HON,30,22,29,23,20,32,52,0.5577,0.3846,0.5769
FLAGLER,2003340,CHEM 1,94,85,82,97,73,106,179,0.4581,0.4078,0.5251
FLAGLER,2003350,CHEM 1 HON,58,78,74,62,46,90,136,0.5441,0.3382,0.4265
FLAGLER,2003360,CHEM 2 HON,0,0,0,0,0,0,0,0,0,0
FLAGLER,2003370,AP CHEM,10,20,8,22,14,16,30,0.2667,0.4667,0.3333
FLAGLER,2003390,PHYS 1 HON,11,14,6,19,10,15,25,0.24,0.4,0.44
FLAGLER,2003421,AP PHYSICS 1,0,0,0,0,0,0,0,0,0,0
FLAGLER,2003425,AP PHYSICS C: E&M,0,0,0,0,0,0,0,0,0,0
FLAGLER,2003600,PRINC TECH 1,3,9,1,11,3,9,12,0.0833,0.25,0.25
FLAGLER,2003800,FL PRE-IB CHEM 1,8,21,19,10,9,20,29,0.6552,0.3103,0.2759
FLAGLER,2003805,IB CHEMISTRY 1,5,6,6,5,7,4,11,0.5455,0.6364,0.4545
FLAGLER,2003810,IB CHEMISTRY 2,5,9,7,7,6,8,14,0.5,0.4286,0.3571
FLAGLER,2003820,IB CHEMISTRY 3,0,0,0,0,0,0,0,0,0,0
FLAGLER,2003840,IB PHYSICS 1,7,10,5,12,6,11,17,0.2941,0.3529,0.4118
FLAGLER,2003850,IB PHYSICS 3,0,0,0,0,0,0,0,0,0,0
FRANKLIN,2000010,M/J LIF SCI,42,3,21,24,12,33,45,0.4667,0.2667,0.9333
FRANKLIN,2000020,M/J LIF SCI ADV,17,5,11,11,5,17,22,0.5,0.2273,0.7727
FRANKLIN,2000300,INTENS SCI,4,6,6,4,2,8,10,0.6,0.2,0.4
FRANKLIN,2000310,BIO 1,62,24,46,40,29,57,86,0.5349,0.3372,0.7209
FRANKLIN,2000315,BIO 1 CR,0,0,0,0,0,0,0,0,0,0
FRANKLIN,2000320,BIO 1 HON,5,12,7,10,5,12,17,0.4118,0.2941,0.2941
FRANKLIN,2000350,ANAT PHYSIO,0,0,0,0,0,0,0,0,0,0
FRANKLIN,2001010,M/J ERTH/SPA SCI,0,0,0,0,0,0,0,0,0,0
FRANKLIN,2001310,ERTH/SPA SCI,0,0,0,0,0,0,0,0,0,0
FRANKLIN,2001340,ENV SCI,36,7,16,27,6,37,43,0.3721,0.1395,0.8372
FRANKLIN,2002040,M/J COMPRE SCI 1,83,19,50,52,32,70,102,0.4902,0.3137,0.8137
FRANKLIN,2002070,M/J COMPRE SCI 2,23,16,22,17,8,31,39,0.5641,0.2051,0.5897
FRANKLIN,2002100,M/J COMPRE SCI 3,20,14,16,18,7,27,34,0.4706,0.2059,0.5882
FRANKLIN,2002500,MARINE SCI 1,36,11,17,30,6,41,47,0.3617,0.1277,0.766
FRANKLIN,2003310,PHY SCI,0,0,0,0,0,0,0,0,0,0
FRANKLIN,2003340,CHEM 1,0,0,0,0,0,0,0,0,0,0
FRANKLIN,2003350,CHEM 1 HON,6,8,5,9,4,10,14,0.3571,0.2857,0.4286
FRANKLIN,2003380,PHYS 1,0,0,0,0,0,0,0,0,0,0
FRANKLIN,2003390,PHYS 1 HON,13,11,14,10,7,17,24,0.5833,0.2917,0.5417
FSU LAB SCH,2000310,BIO 1,35,58,42,51,61,32,93,0.4516,0.6559,0.3763
FSU LAB SCH,2000320,BIO 1 HON,14,52,39,27,33,33,66,0.5909,0.5,0.2121
FSU LAB SCH,2000340,AP BIO,2,11,8,5,7,6,13,0.6154,0.5385,0.1538
FSU LAB SCH,2000360,ANAT PHYSIO HON,17,32,39,10,34,15,49,0.7959,0.6939,0.3469
FSU LAB SCH,2001310,ERTH/SPA SCI,39,64,54,49,54,49,103,0.5243,0.5243,0.3786
FSU LAB SCH,2001320,ERTH/SPA SCI HON,23,85,61,47,51,57,108,0.5648,0.4722,0.213
FSU LAB SCH,2001380,AP ENV SCI,6,18,12,12,15,9,24,0.5,0.625,0.25
FSU LAB SCH,2002040,M/J COMPRE SCI 1,32,55,40,47,44,43,87,0.4598,0.5057,0.3678
FSU LAB SCH,2002050,M/J COMPRE SCI 1 ADV,15,52,32,35,34,33,67,0.4776,0.5075,0.2239
FSU LAB SCH,2002070,M/J COMPRE SCI 2,50,53,55,48,67,36,103,0.534,0.6505,0.4854
FSU LAB SCH,2002080,M/J COMPRE SCI 2 ADV,11,57,29,39,33,35,68,0.4265,0.4853,0.1618
FSU LAB SCH,2002100,M/J COMPRE SCI 3,0,0,0,0,0,0,0,0,0,0
FSU LAB SCH,2002200,M/J STEM ENV SCI,5,16,10,11,13,8,21,0.4762,0.619,0.2381
FSU LAB SCH,2002410,INTEG SCI 1 HON,37,54,47,44,49,42,91,0.5165,0.5385,0.4066
FSU LAB SCH,2002480,FORC SCI 1,17,33,21,29,28,22,50,0.42,0.56,0.34
FSU LAB SCH,2003340,CHEM 1,37,43,45,35,47,33,80,0.5625,0.5875,0.4625
FSU LAB SCH,2003350,CHEM 1 HON,11,49,35,25,24,36,60,0.5833,0.4,0.1833
FSU LAB SCH,2003370,AP CHEM,4,9,6,7,8,5,13,0.4615,0.6154,0.3077
GADSDEN,2000010,M/J LIF SCI,0,0,0,0,0,0,0,0,0,0
GADSDEN,2000310,BIO 1,170,32,98,104,193,9,202,0.4851,0.9554,0.8416
GADSDEN,2000320,BIO 1 HON,72,14,49,37,86,0,86,0.5698,1,0.8372
GADSDEN,2000340,AP BIO,67,7,36,38,73,1,74,0.4865,0.9865,0.9054
GADSDEN,2001010,M/J ERTH/SPA SCI,0,0,0,0,0,0,0,0,0,0
GADSDEN,2001310,ERTH/SPA SCI,161,23,83,101,175,9,184,0.4511,0.9511,0.875
GADSDEN,2001340,ENV SCI,170,17,96,91,185,2,187,0.5134,0.9893,0.9091
GADSDEN,2001380,AP ENV SCI,17,4,14,7,21,0,21,0.6667,1,0.8095
GADSDEN,2002040,M/J COMPRE SCI 1,299,28,161,166,314,13,327,0.4924,0.9602,0.9144
GADSDEN,2002050,M/J COMPRE SCI 1 ADV,69,11,41,39,78,2,80,0.5125,0.975,0.8625
GADSDEN,2002070,M/J COMPRE SCI 2,255,20,133,142,265,10,275,0.4836,0.9636,0.9273
GADSDEN,2002080,M/J COMPRE SCI 2 ADV,67,9,39,37,73,3,76,0.5132,0.9605,0.8816
GADSDEN,2002100,M/J COMPRE SCI 3,169,17,81,105,184,2,186,0.4355,0.9892,0.9086
GADSDEN,2002400,INTEG SCI 1,22,1,11,12,23,0,23,0.4783,1,0.9565
GADSDEN,2003310,PHY SCI,108,14,56,66,117,5,122,0.459,0.959,0.8852
GADSDEN,2003340,CHEM 1,80,7,55,32,85,2,87,0.6322,0.977,0.9195
GADSDEN,2003350,CHEM 1 HON,62,7,39,30,67,2,69,0.5652,0.971,0.8986
GADSDEN,2003360,CHEM 2 HON,27,5,20,12,32,0,32,0.625,1,0.8438
GILCHRIST,2000310,BIO 1,56,103,87,72,26,133,159,0.5472,0.1635,0.3522
GILCHRIST,2001310,ERTH/SPA SCI,51,57,56,52,25,83,108,0.5185,0.2315,0.4722
GILCHRIST,2001380,AP ENV SCI,7,12,11,8,3,16,19,0.5789,0.1579,0.3684
GILCHRIST,2002040,M/J COMPRE SCI 1,81,99,90,90,32,148,180,0.5,0.1778,0.45
GILCHRIST,2002050,M/J COMPRE SCI 1 ADV,0,0,0,0,0,0,0,0,0,0
GILCHRIST,2002070,M/J COMPRE SCI 2,83,94,91,86,35,142,177,0.5141,0.1977,0.4689
GILCHRIST,2002080,M/J COMPRE SCI 2 ADV,0,0,0,0,0,0,0,0,0,0
GILCHRIST,2002100,M/J COMPRE SCI 3,97,95,112,80,32,160,192,0.5833,0.1667,0.5052
GILCHRIST,2002110,M/J COMPRE SCI 3 ADV,0,0,0,0,0,0,0,0,0,0
GILCHRIST,2002500,MARINE SCI 1,0,0,0,0,0,0,0,0,0,0
GILCHRIST,2003310,PHY SCI,27,26,26,27,6,47,53,0.4906,0.1132,0.5094
GILCHRIST,2003340,CHEM 1,16,32,24,24,8,40,48,0.5,0.1667,0.3333
GLADES,2000310,BIO 1,24,35,24,35,46,13,59,0.4068,0.7797,0.4068
GLADES,2000320,BIO 1 HON,10,18,17,11,14,14,28,0.6071,0.5,0.3571
GLADES,2000360,ANAT PHYSIO HON,8,2,4,6,9,1,10,0.4,0.9,0.8
GLADES,2001310,ERTH/SPA SCI,0,0,0,0,0,0,0,0,0,0
GLADES,2002040,M/J COMPRE SCI 1,72,100,94,78,115,57,172,0.5465,0.6686,0.4186
GLADES,2002070,M/J COMPRE SCI 2,65,103,79,89,106,62,168,0.4702,0.631,0.3869
GLADES,2002100,M/J COMPRE SCI 3,56,82,63,75,101,37,138,0.4565,0.7319,0.4058
GLADES,2002480,FORC SCI 1,21,22,27,16,27,16,43,0.6279,0.6279,0.4884
GLADES,2003310,PHY SCI,20,33,25,28,39,14,53,0.4717,0.7358,0.3774
GLADES,2003320,PHY SCI HON,6,6,9,3,8,4,12,0.75,0.6667,0.5
GLADES,2003350,CHEM 1 HON,0,0,0,0,0,0,0,0,0,0
GULF,2000010,M/J LIF SCI,49,20,36,33,21,48,69,0.5217,0.3043,0.7101
GULF,2000310,BIO 1,110,41,66,85,41,110,151,0.4371,0.2715,0.7285
GULF,2000320,BIO 1 HON,18,20,23,15,11,27,38,0.6053,0.2895,0.4737
GULF,2000360,ANAT PHYSIO HON,16,25,29,12,7,34,41,0.7073,0.1707,0.3902
GULF,2001340,ENV SCI,13,1,6,8,1,13,14,0.4286,0.0714,0.9286
GULF,2002040,M/J COMPRE SCI 1,98,36,68,66,30,104,134,0.5075,0.2239,0.7313
GULF,2002070,M/J COMPRE SCI 2,55,24,42,37,13,66,79,0.5316,0.1646,0.6962
GULF,2002100,M/J COMPRE SCI 3,44,18,29,33,9,53,62,0.4677,0.1452,0.7097
GULF,2002200,M/J STEM ENV SCI,26,16,19,23,14,28,42,0.4524,0.3333,0.619
GULF,2002480,FORC SCI 1,0,0,0,0,0,0,0,0,0,0
GULF,2002500,MARINE SCI 1,34,18,21,31,15,37,52,0.4038,0.2885,0.6538
GULF,2003310,PHY SCI,64,18,42,40,19,63,82,0.5122,0.2317,0.7805
GULF,2003320,PHY SCI HON,9,15,15,9,5,19,24,0.625,0.2083,0.375
GULF,2003340,CHEM 1,13,6,8,11,3,16,19,0.4211,0.1579,0.6842
GULF,2003350,CHEM 1 HON,11,11,11,11,2,20,22,0.5,0.0909,0.5
GULF,2003390,PHYS 1 HON,0,0,0,0,0,0,0,0,0,0
HAMILTON,2000010,M/J LIF SCI,0,0,0,0,0,0,0,0,0,0
HAMILTON,2000310,BIO 1,46,35,37,44,41,40,81,0.4568,0.5062,0.5679
HAMILTON,2000315,BIO 1 CR,0,0,0,0,0,0,0,0,0,0
HAMILTON,2000320,BIO 1 HON,14,10,17,7,12,12,24,0.7083,0.5,0.5833
HAMILTON,2000350,ANAT PHYSIO,0,0,0,0,0,0,0,0,0,0
HAMILTON,2001010,M/J ERTH/SPA SCI,0,0,0,0,0,0,0,0,0,0
HAMILTON,2001310,ERTH/SPA SCI,0,0,0,0,0,0,0,0,0,0
HAMILTON,2001340,ENV SCI,71,30,44,57,67,34,101,0.4356,0.6634,0.703
HAMILTON,2001350,ASTRONOMY S/G,0,0,0,0,0,0,0,0,0,0
HAMILTON,2002040,M/J COMPRE SCI 1,110,39,65,84,100,49,149,0.4362,0.6711,0.7383
HAMILTON,2002070,M/J COMPRE SCI 2,67,26,52,41,58,35,93,0.5591,0.6237,0.7204
HAMILTON,2002080,M/J COMPRE SCI 2 ADV,12,15,19,8,9,18,27,0.7037,0.3333,0.4444
HAMILTON,2002100,M/J COMPRE SCI 3,57,29,43,43,56,30,86,0.5,0.6512,0.6628
HAMILTON,2002110,M/J COMPRE SCI 3 ADV,11,11,12,10,9,13,22,0.5455,0.4091,0.5
HAMILTON,2002480,FORC SCI 1,37,27,27,37,44,20,64,0.4219,0.6875,0.5781
HAMILTON,2003010,M/J PHY SCI,0,0,0,0,0,0,0,0,0,0
HAMILTON,2003310,PHY SCI,0,0,0,0,0,0,0,0,0,0
HAMILTON,2003340,CHEM 1,0,0,0,0,0,0,0,0,0,0
HAMILTON,2003350,CHEM 1 HON,7,10,9,8,9,8,17,0.5294,0.5294,0.4118
HARDEE,2000310,BIO 1,179,98,139,138,213,64,277,0.5018,0.769,0.6462
HARDEE,2000320,BIO 1 HON,43,47,65,25,56,34,90,0.7222,0.6222,0.4778
HARDEE,2000350,ANAT PHYSIO,0,0,0,0,0,0,0,0,0,0
HARDEE,2000360,ANAT PHYSIO HON,6,10,12,4,7,9,16,0.75,0.4375,0.375
HARDEE,2001340,ENV SCI,301,180,209,272,374,107,481,0.4345,0.7775,0.6258
HARDEE,2001380,AP ENV SCI,2,14,9,7,3,13,16,0.5625,0.1875,0.125
HARDEE,2002040,M/J COMPRE SCI 1,225,94,160,159,254,65,319,0.5016,0.7962,0.7053
HARDEE,2002050,M/J COMPRE SCI 1 ADV,49,42,39,52,57,34,91,0.4286,0.6264,0.5385
HARDEE,2002070,M/J COMPRE SCI 2,212,118,159,171,255,75,330,0.4818,0.7727,0.6424
HARDEE,2002080,M/J COMPRE SCI 2 ADV,34,29,38,25,35,28,63,0.6032,0.5556,0.5397
HARDEE,2002100,M/J COMPRE SCI 3,206,93,148,151,244,55,299,0.495,0.8161,0.689
HARDEE,2002110,M/J COMPRE SCI 3 ADV,40,50,57,33,56,34,90,0.6333,0.6222,0.4444
HARDEE,2002340,EXP SCI 1 HON,5,8,7,6,8,5,13,0.5385,0.6154,0.3846
HARDEE,2002350,EXP SCI 2 HON,0,0,0,0,0,0,0,0,0,0
HARDEE,2002480,FORC SCI 1,54,45,50,49,67,32,99,0.5051,0.6768,0.5455
HARDEE,2002500,MARINE SCI 1,26,22,22,26,36,12,48,0.4583,0.75,0.5417
HARDEE,2002510,MARINE SCI 1 HON,8,11,14,5,12,7,19,0.7368,0.6316,0.4211
HARDEE,2003340,CHEM 1,44,41,50,35,57,28,85,0.5882,0.6706,0.5176
HARDEE,2003350,CHEM 1 HON,17,37,33,21,23,31,54,0.6111,0.4259,0.3148
HARDEE,2003390,PHYS 1 HON,0,0,0,0,0,0,0,0,0,0
HENDRY,2000310,BIO 1,89,56,64,81,117,28,145,0.4414,0.8069,0.6138
HENDRY,2000320,BIO 1 HON,152,116,143,125,197,71,268,0.5336,0.7351,0.5672
HENDRY,2000340,AP BIO,0,0,0,0,0,0,0,0,0,0
HENDRY,2000360,ANAT PHYSIO HON,55,47,64,38,88,14,102,0.6275,0.8627,0.5392
HENDRY,2001310,ERTH/SPA SCI,0,0,0,0,0,0,0,0,0,0
HENDRY,2001340,ENV SCI,0,0,0,0,0,0,0,0,0,0
HENDRY,2002040,M/J COMPRE SCI 1,190,63,114,139,213,40,253,0.4506,0.8419,0.751
HENDRY,2002050,M/J COMPRE SCI 1 ADV,202,94,153,143,247,49,296,0.5169,0.8345,0.6824
HENDRY,2002070,M/J COMPRE SCI 2,180,76,136,120,225,31,256,0.5313,0.8789,0.7031
HENDRY,2002080,M/J COMPRE SCI 2 ADV,186,102,134,154,235,53,288,0.4653,0.816,0.6458
HENDRY,2002100,M/J COMPRE SCI 3,164,84,133,115,218,30,248,0.5363,0.879,0.6613
HENDRY,2002110,M/J COMPRE SCI 3 ADV,133,87,110,110,179,41,220,0.5,0.8136,0.6045
HENDRY,2002340,EXP SCI 1 HON,17,25,17,25,26,16,42,0.4048,0.619,0.4048
HENDRY,2002400,INTEG SCI 1,265,150,163,252,335,80,415,0.3928,0.8072,0.6386
HENDRY,2002420,INTEG SCI 2,107,66,68,105,139,34,173,0.3931,0.8035,0.6185
HENDRY,2002480,FORC SCI 1,0,0,0,0,0,0,0,0,0,0
HENDRY,2002500,MARINE SCI 1,48,17,33,32,52,13,65,0.5077,0.8,0.7385
HENDRY,2002520,MARINE SCI 2,7,4,5,6,11,0,11,0.4545,1,0.6364
HENDRY,2003010,M/J PHY SCI,13,9,2,20,13,9,22,0.0909,0.5909,0.5909
HENDRY,2003310,PHY SCI,0,0,0,0,0,0,0,0,0,0
HENDRY,2003340,CHEM 1,81,51,59,73,103,29,132,0.447,0.7803,0.6136
HENDRY,2003350,CHEM 1 HON,92,84,97,79,131,45,176,0.5511,0.7443,0.5227
HENDRY,2003370,AP CHEM,8,13,10,11,14,7,21,0.4762,0.6667,0.381
HENDRY,2003380,PHYS 1,6,7,1,12,10,3,13,0.0769,0.7692,0.4615
HENDRY,2003390,PHYS 1 HON,7,15,6,16,12,10,22,0.2727,0.5455,0.3182
HENDRY,2003422,AP PHYSICS 2,0,0,0,0,0,0,0,0,0,0
HERNANDO,2000020,M/J LIF SCI ADV,41,77,54,64,40,78,118,0.4576,0.339,0.3475
HERNANDO,2000025,M/J STEM LIFE SCI,8,23,14,17,5,26,31,0.4516,0.1613,0.2581
HERNANDO,2000310,BIO 1,680,575,590,665,486,769,1255,0.4701,0.3873,0.5418
HERNANDO,2000315,BIO 1 CR,6,6,2,10,5,7,12,0.1667,0.4167,0.5
HERNANDO,2000320,BIO 1 HON,177,348,306,219,162,363,525,0.5829,0.3086,0.3371
HERNANDO,2000340,AP BIO,27,54,46,35,27,54,81,0.5679,0.3333,0.3333
HERNANDO,2000350,ANAT PHYSIO,87,70,100,57,63,94,157,0.6369,0.4013,0.5541
HERNANDO,2000360,ANAT PHYSIO HON,54,91,99,46,35,110,145,0.6828,0.2414,0.3724
HERNANDO,2000820,IB BIOLOGY 3,4,15,10,9,5,14,19,0.5263,0.2632,0.2105
HERNANDO,2001020,M/J ERTH/SPA SCI ADV,42,58,56,44,23,77,100,0.56,0.23,0.42
HERNANDO,2001310,ERTH/SPA SCI,321,339,267,393,236,424,660,0.4045,0.3576,0.4864
HERNANDO,2001320,ERTH/SPA SCI HON,0,0,0,0,0,0,0,0,0,0
HERNANDO,2001340,ENV SCI,425,246,288,383,289,382,671,0.4292,0.4307,0.6334
HERNANDO,2001341,ENV SCI HON,0,0,0,0,0,0,0,0,0,0
HERNANDO,2001375,IB ENV SYS & SOC 2,1,15,8,8,3,13,16,0.5,0.1875,0.0625
HERNANDO,2001380,AP ENV SCI,24,71,58,37,11,84,95,0.6105,0.1158,0.2526
HERNANDO,2001830,IB SPORTS EXER SCI 2,5,13,12,6,5,13,18,0.6667,0.2778,0.2778
HERNANDO,2002040,M/J COMPRE SCI 1,887,623,768,742,590,920,1510,0.5086,0.3907,0.5874
HERNANDO,2002050,M/J COMPRE SCI 1 ADV,58,74,61,71,37,95,132,0.4621,0.2803,0.4394
HERNANDO,2002070,M/J COMPRE SCI 2,850,673,748,775,569,954,1523,0.4911,0.3736,0.5581
HERNANDO,2002080,M/J COMPRE SCI 2 ADV,46,90,63,73,40,96,136,0.4632,0.2941,0.3382
HERNANDO,2002100,M/J COMPRE SCI 3,817,669,732,754,572,914,1486,0.4926,0.3849,0.5498
HERNANDO,2002110,M/J COMPRE SCI 3 ADV,57,98,84,71,31,124,155,0.5419,0.2,0.3677
HERNANDO,2002200,M/J STEM ENV SCI,91,78,69,100,47,122,169,0.4083,0.2781,0.5385
HERNANDO,2002480,FORC SCI 1,0,0,0,0,0,0,0,0,0,0
HERNANDO,2002500,MARINE SCI 1,174,159,165,168,118,215,333,0.4955,0.3544,0.5225
HERNANDO,2002510,MARINE SCI 1 HON,38,75,61,52,30,83,113,0.5398,0.2655,0.3363
HERNANDO,2002515,AICE MARINE SCI 1 AS,15,8,14,9,9,14,23,0.6087,0.3913,0.6522
HERNANDO,2003030,M/J STEM PHYSIC SCI,3,13,8,8,6,10,16,0.5,0.375,0.1875
HERNANDO,2003310,PHY SCI,322,275,278,319,224,373,597,0.4657,0.3752,0.5394
HERNANDO,2003320,PHY SCI HON,92,123,129,86,53,162,215,0.6,0.2465,0.4279
HERNANDO,2003340,CHEM 1,145,182,173,154,111,216,327,0.5291,0.3394,0.4434
HERNANDO,2003350,CHEM 1 HON,98,205,162,141,86,217,303,0.5347,0.2838,0.3234
