district,course_number,course_name,takers_FRPL,takers_nonFRPL,takers_F,takers_M,takers_NW,takers_W,enrolled,frac_girls,frac_nonwhite,frac_FRPL
MADISON,2003340,CHEM 1,12,6,7,11,14,4,18,0.3889,0.7778,0.6667
MADISON,2003350,CHEM 1 HON,0,15,3,12,1,14,15,0.2,0.0667,0
MANATEE,2000010,M/J LIF SCI,123,76,112,87,115,84,199,0.5628,0.5779,0.6181
MANATEE,2000020,M/J LIF SCI ADV,25,88,67,46,28,85,113,0.5929,0.2478,0.2212
MANATEE,2000310,BIO 1,1208,850,950,1108,1251,807,2058,0.4616,0.6079,0.587
MANATEE,2000320,BIO 1 HON,257,669,538,388,329,597,926,0.581,0.3553,0.2775
MANATEE,2000321,AICE BIO 1 AS,9,19,17,11,10,18,28,0.6071,0.3571,0.3214
MANATEE,2000322,PRE-AICE BIO IG,54,115,95,74,73,96,169,0.5621,0.432,0.3195
MANATEE,2000340,AP BIO,60,172,156,76,98,134,232,0.6724,0.4224,0.2586
MANATEE,2000350,ANAT PHYSIO,33,24,41,16,35,22,57,0.7193,0.614,0.5789
MANATEE,2000360,ANAT PHYSIO HON,137,293,295,135,151,279,430,0.686,0.3512,0.3186
MANATEE,2000410,ZOOLOGY,32,26,49,9,24,34,58,0.8448,0.4138,0.5517
MANATEE,2000800,FL PRE-IB BIO 1,46,120,86,80,92,74,166,0.5181,0.5542,0.2771
MANATEE,2000820,IB BIOLOGY 3,5,42,24,23,24,23,47,0.5106,0.5106,0.1064
MANATEE,2001010,M/J ERTH/SPA SCI,265,194,294,165,240,219,459,0.6405,0.5229,0.5773
MANATEE,2001020,M/J ERTH/SPA SCI ADV,84,122,136,70,60,146,206,0.6602,0.2913,0.4078
MANATEE,2001310,ERTH/SPA SCI,227,155,158,224,257,125,382,0.4136,0.6728,0.5942
MANATEE,2001340,ENV SCI,1359,761,936,1184,1369,751,2120,0.4415,0.6458,0.641
MANATEE,2001341,ENV SCI HON,4,14,17,1,6,12,18,0.9444,0.3333,0.2222
MANATEE,2001380,AP ENV SCI,13,84,57,40,23,74,97,0.5876,0.2371,0.134
MANATEE,2001381,AICE ENV MGMNT AS,22,74,57,39,30,66,96,0.5938,0.3125,0.2292
MANATEE,2001390,PRE-AICE COORSCI 1IG,10,40,36,14,13,37,50,0.72,0.26,0.2
MANATEE,2002040,M/J COMPRE SCI 1,1491,780,1074,1197,1469,802,2271,0.4729,0.6469,0.6565
MANATEE,2002050,M/J COMPRE SCI 1 ADV,205,476,355,326,207,474,681,0.5213,0.304,0.301
MANATEE,2002056,M/J SCI 1 CLS,21,63,41,43,24,60,84,0.4881,0.2857,0.25
MANATEE,2002060,M/J IB MYP COMP SCI1,105,57,91,71,120,42,162,0.5617,0.7407,0.6481
MANATEE,2002070,M/J COMPRE SCI 2,1618,781,1099,1300,1648,751,2399,0.4581,0.687,0.6744
MANATEE,2002080,M/J COMPRE SCI 2 ADV,323,679,548,454,307,695,1002,0.5469,0.3064,0.3224
MANATEE,2002086,M/J SCI 2 CLS,39,55,55,39,36,58,94,0.5851,0.383,0.4149
MANATEE,2002090,M/J IB MYP COMP SCI2,88,69,79,78,100,57,157,0.5032,0.6369,0.5605
MANATEE,2002100,M/J COMPRE SCI 3,1219,705,877,1047,1259,665,1924,0.4558,0.6544,0.6336
MANATEE,2002110,M/J COMPRE SCI 3 ADV,278,518,430,366,289,507,796,0.5402,0.3631,0.3492
MANATEE,2002120,M/J IB MYP COMP SCI3,84,41,62,63,94,31,125,0.496,0.752,0.672
MANATEE,2002400,INTEG SCI 1,182,96,128,150,238,40,278,0.4604,0.8561,0.6547
MANATEE,2002410,INTEG SCI 1 HON,34,201,128,107,69,166,235,0.5447,0.2936,0.1447
MANATEE,2002420,INTEG SCI 2,11,8,1,18,15,4,19,0.0526,0.7895,0.5789
MANATEE,2002480,FORC SCI 1,51,64,90,25,45,70,115,0.7826,0.3913,0.4435
MANATEE,2002500,MARINE SCI 1,325,367,309,383,306,386,692,0.4465,0.4422,0.4697
MANATEE,2002510,MARINE SCI 1 HON,117,168,179,106,111,174,285,0.6281,0.3895,0.4105
MANATEE,2002530,MARINE SCI 2 HON,0,0,0,0,0,0,0,0,0,0
MANATEE,2003010,M/J PHY SCI,196,164,217,143,192,168,360,0.6028,0.5333,0.5444
MANATEE,2003020,M/J PHY SCI ADV,8,22,12,18,8,22,30,0.4,0.2667,0.2667
MANATEE,2003030,M/J STEM PHYSIC SCI,49,7,9,47,46,10,56,0.1607,0.8214,0.875
MANATEE,2003310,PHY SCI,643,472,481,634,687,428,1115,0.4314,0.6161,0.5767
MANATEE,2003320,PHY SCI HON,44,50,60,34,41,53,94,0.6383,0.4362,0.4681
MANATEE,2003340,CHEM 1,283,422,351,354,329,376,705,0.4979,0.4667,0.4014
MANATEE,2003350,CHEM 1 HON,216,527,454,289,246,497,743,0.611,0.3311,0.2907
MANATEE,2003360,CHEM 2 HON,5,25,22,8,6,24,30,0.7333,0.2,0.1667
MANATEE,2003370,AP CHEM,3,9,1,11,4,8,12,0.0833,0.3333,0.25
MANATEE,2003371,AICE CHEM 1 AS,4,23,9,18,11,16,27,0.3333,0.4074,0.1481
MANATEE,2003372,PRE-AICE CHEM IG,78,152,136,94,81,149,230,0.5913,0.3522,0.3391
MANATEE,2003380,PHYS 1,51,103,51,103,47,107,154,0.3312,0.3052,0.3312
MANATEE,2003390,PHYS 1 HON,54,193,111,136,79,168,247,0.4494,0.3198,0.2186
MANATEE,2003421,AP PHYSICS 1,7,50,20,37,11,46,57,0.3509,0.193,0.1228
MANATEE,2003805,IB CHEMISTRY 1,4,24,10,18,12,16,28,0.3571,0.4286,0.1429
MANATEE,2003820,IB CHEMISTRY 3,0,17,5,12,4,13,17,0.2941,0.2353,0
MANATEE,2003845,IB PHYSICS 2,4,14,7,11,9,9,18,0.3889,0.5,0.2222
MANATEE,2020910,ASTR S/G HON,5,10,7,8,6,9,15,0.4667,0.4,0.3333
MARION,2000010,M/J LIF SCI,1727,395,983,1139,1186,936,2122,0.4632,0.5589,0.8139
MARION,2000020,M/J LIF SCI ADV,491,413,478,426,414,490,904,0.5288,0.458,0.5431
MARION,2000310,BIO 1,1591,541,952,1180,1135,997,2132,0.4465,0.5324,0.7462
MARION,2000315,BIO 1 CR,68,12,30,50,49,31,80,0.375,0.6125,0.85
MARION,2000320,BIO 1 HON,351,401,447,305,322,430,752,0.5944,0.4282,0.4668
MARION,2000321,AICE BIO 1 AS,32,30,42,20,20,42,62,0.6774,0.3226,0.5161
MARION,2000322,PRE-AICE BIO IG,88,109,109,88,65,132,197,0.5533,0.3299,0.4467
MARION,2000323,AICE BIO 2 AL,14,15,19,10,11,18,29,0.6552,0.3793,0.4828
MARION,2000340,AP BIO,45,99,93,51,68,76,144,0.6458,0.4722,0.3125
MARION,2000350,ANAT PHYSIO,18,10,24,4,10,18,28,0.8571,0.3571,0.6429
MARION,2000360,ANAT PHYSIO HON,187,190,275,102,193,184,377,0.7294,0.5119,0.496
MARION,2000800,FL PRE-IB BIO 1,87,90,89,88,67,110,177,0.5028,0.3785,0.4915
MARION,2000805,IB BIOLOGY 1,11,5,8,8,10,6,16,0.5,0.625,0.6875
MARION,2000810,IB BIOLOGY 2,1,12,10,3,5,8,13,0.7692,0.3846,0.0769
MARION,2000820,IB BIOLOGY 3,17,59,48,28,46,30,76,0.6316,0.6053,0.2237
MARION,2001010,M/J ERTH/SPA SCI,1728,403,1038,1093,1209,922,2131,0.4871,0.5673,0.8109
MARION,2001020,M/J ERTH/SPA SCI ADV,410,337,377,370,316,431,747,0.5047,0.423,0.5489
MARION,2001310,ERTH/SPA SCI,67,64,42,89,74,57,131,0.3206,0.5649,0.5115
MARION,2001320,ERTH/SPA SCI HON,3,8,5,6,2,9,11,0.4545,0.1818,0.2727
MARION,2001340,ENV SCI,1567,463,911,1119,1102,928,2030,0.4488,0.5429,0.7719
MARION,2001341,ENV SCI HON,66,65,67,64,65,66,131,0.5115,0.4962,0.5038
MARION,2001375,IB ENV SYS & SOC 2,22,14,22,14,19,17,36,0.6111,0.5278,0.6111
MARION,2001380,AP ENV SCI,12,7,15,4,7,12,19,0.7895,0.3684,0.6316
MARION,2001381,AICE ENV MGMNT AS,27,41,37,31,22,46,68,0.5441,0.3235,0.3971
MARION,2002040,M/J COMPRE SCI 1,28,17,20,25,18,27,45,0.4444,0.4,0.6222
MARION,2002050,M/J COMPRE SCI 1 ADV,7,5,9,3,2,10,12,0.75,0.1667,0.5833
MARION,2002056,M/J SCI 1 CLS,127,116,130,113,81,162,243,0.535,0.3333,0.5226
MARION,2002070,M/J COMPRE SCI 2,35,18,26,27,16,37,53,0.4906,0.3019,0.6604
MARION,2002080,M/J COMPRE SCI 2 ADV,4,6,5,5,1,9,10,0.5,0.1,0.4
MARION,2002086,M/J SCI 2 CLS,112,82,101,93,68,126,194,0.5206,0.3505,0.5773
MARION,2002100,M/J COMPRE SCI 3,35,16,32,19,12,39,51,0.6275,0.2353,0.6863
MARION,2002110,M/J COMPRE SCI 3 ADV,0,0,0,0,0,0,0,0,0,0
MARION,2002200,M/J STEM ENV SCI,28,25,21,32,30,23,53,0.3962,0.566,0.5283
MARION,2002405,INTEG SCI 1 CR,38,7,17,28,31,14,45,0.3778,0.6889,0.8444
MARION,2002425,INTEG SCI 2 CR,0,0,0,0,0,0,0,0,0,0
MARION,2002445,INTEG SCI 3 CR,0,0,0,0,0,0,0,0,0,0
MARION,2002480,FORC SCI 1,35,17,35,17,22,30,52,0.6731,0.4231,0.6731
MARION,2002500,MARINE SCI 1,128,88,86,130,99,117,216,0.3981,0.4583,0.5926
MARION,2002510,MARINE SCI 1 HON,0,0,0,0,0,0,0,0,0,0
MARION,2002515,AICE MARINE SCI 1 AS,8,15,14,9,8,15,23,0.6087,0.3478,0.3478
MARION,2002535,AICE MARINE SCI 2 AL,10,27,18,19,6,31,37,0.4865,0.1622,0.2703
MARION,2003010,M/J PHY SCI,1747,510,1039,1218,1241,1016,2257,0.4603,0.5498,0.774
MARION,2003310,PHY SCI,902,268,469,701,680,490,1170,0.4009,0.5812,0.7709
MARION,2003320,PHY SCI HON,499,508,573,434,404,603,1007,0.569,0.4012,0.4955
MARION,2003340,CHEM 1,301,160,228,233,234,227,461,0.4946,0.5076,0.6529
MARION,2003345,CHEM 1 CR,0,0,0,0,0,0,0,0,0,0
MARION,2003350,CHEM 1 HON,267,372,349,290,273,366,639,0.5462,0.4272,0.4178
MARION,2003370,AP CHEM,35,56,44,47,39,52,91,0.4835,0.4286,0.3846
MARION,2003371,AICE CHEM 1 AS,8,16,15,9,8,16,24,0.625,0.3333,0.3333
MARION,2003372,PRE-AICE CHEM IG,86,78,95,69,58,106,164,0.5793,0.3537,0.5244
MARION,2003385,PHYS 1 CR,0,0,0,0,0,0,0,0,0,0
MARION,2003390,PHYS 1 HON,4,7,1,10,4,7,11,0.0909,0.3636,0.3636
MARION,2003421,AP PHYSICS 1,18,40,15,43,23,35,58,0.2586,0.3966,0.3103
MARION,2003431,AICE PHYSICS 1 AS,3,10,4,9,4,9,13,0.3077,0.3077,0.2308
MARION,2003432,PRE-AICE PHYSICS IG,8,8,5,11,4,12,16,0.3125,0.25,0.5
MARION,2003800,FL PRE-IB CHEM 1,68,88,101,55,77,79,156,0.6474,0.4936,0.4359
MARION,2003810,IB CHEMISTRY 2,6,31,21,16,18,19,37,0.5676,0.4865,0.1622
MARION,2003836,FL PRE-IB PHYSICS 1,7,23,18,12,17,13,30,0.6,0.5667,0.2333
MARTIN,2000310,BIO 1,406,223,255,374,357,272,629,0.4054,0.5676,0.6455
MARTIN,2000315,BIO 1 CR,15,9,12,12,16,8,24,0.5,0.6667,0.625
MARTIN,2000320,BIO 1 HON,231,554,430,355,232,553,785,0.5478,0.2955,0.2943
MARTIN,2000340,AP BIO,6,66,40,32,15,57,72,0.5556,0.2083,0.0833
MARTIN,2000350,ANAT PHYSIO,26,15,29,12,18,23,41,0.7073,0.439,0.6341
MARTIN,2000360,ANAT PHYSIO HON,63,119,127,55,56,126,182,0.6978,0.3077,0.3462
MARTIN,2000440,GENETICS HON,6,9,5,10,4,11,15,0.3333,0.2667,0.4
MARTIN,2000800,FL PRE-IB BIO 1,26,80,49,57,29,77,106,0.4623,0.2736,0.2453
MARTIN,2000805,IB BIOLOGY 1,4,30,25,9,4,30,34,0.7353,0.1176,0.1176
MARTIN,2000820,IB BIOLOGY 3,9,46,36,19,12,43,55,0.6545,0.2182,0.1636
MARTIN,2001310,ERTH/SPA SCI,86,72,59,99,93,65,158,0.3734,0.5886,0.5443
MARTIN,2001340,ENV SCI,383,205,240,348,337,251,588,0.4082,0.5731,0.6514
MARTIN,2001341,ENV SCI HON,32,34,31,35,30,36,66,0.4697,0.4545,0.4848
MARTIN,2001380,AP ENV SCI,24,142,104,62,42,124,166,0.6265,0.253,0.1446
MARTIN,2002040,M/J COMPRE SCI 1,268,177,223,222,249,196,445,0.5011,0.5596,0.6022
MARTIN,2002050,M/J COMPRE SCI 1 ADV,410,504,455,459,379,535,914,0.4978,0.4147,0.4486
MARTIN,2002070,M/J COMPRE SCI 2,244,175,181,238,245,174,419,0.432,0.5847,0.5823
MARTIN,2002080,M/J COMPRE SCI 2 ADV,475,581,522,534,404,652,1056,0.4943,0.3826,0.4498
MARTIN,2002100,M/J COMPRE SCI 3,215,162,186,191,218,159,377,0.4934,0.5782,0.5703
MARTIN,2002110,M/J COMPRE SCI 3 ADV,423,585,488,520,377,631,1008,0.4841,0.374,0.4196
MARTIN,2002400,INTEG SCI 1,0,0,0,0,0,0,0,0,0,0
MARTIN,2002500,MARINE SCI 1,235,199,168,266,205,229,434,0.3871,0.4724,0.5415
MARTIN,2002510,MARINE SCI 1 HON,68,167,105,130,53,182,235,0.4468,0.2255,0.2894
MARTIN,2002530,MARINE SCI 2 HON,4,11,7,8,6,9,15,0.4667,0.4,0.2667
MARTIN,2003310,PHY SCI,91,80,87,84,79,92,171,0.5088,0.462,0.5322
MARTIN,2003340,CHEM 1,127,180,168,139,120,187,307,0.5472,0.3909,0.4137
MARTIN,2003350,CHEM 1 HON,103,335,245,193,98,340,438,0.5594,0.2237,0.2352
MARTIN,2003360,CHEM 2 HON,1,10,8,3,1,10,11,0.7273,0.0909,0.0909
MARTIN,2003370,AP CHEM,8,37,24,21,11,34,45,0.5333,0.2444,0.1778
MARTIN,2003390,PHYS 1 HON,16,74,17,73,26,64,90,0.1889,0.2889,0.1778
MARTIN,2003430,AP PHYSICS C: ME,5,29,8,26,4,30,34,0.2353,0.1176,0.1471
MARTIN,2003800,FL PRE-IB CHEM 1,12,49,35,26,24,37,61,0.5738,0.3934,0.1967
MARTIN,2003805,IB CHEMISTRY 1,1,14,7,8,4,11,15,0.4667,0.2667,0.0667
MARTIN,2003820,IB CHEMISTRY 3,0,0,0,0,0,0,0,0,0,0
MARTIN,2003840,IB PHYSICS 1,1,27,8,20,8,20,28,0.2857,0.2857,0.0357
MARTIN,2003850,IB PHYSICS 3,4,22,10,16,5,21,26,0.3846,0.1923,0.1538
MIAMI-DADE,2000010,M/J LIF SCI,2,14,7,9,15,1,16,0.4375,0.9375,0.125
MIAMI-DADE,2000020,M/J LIF SCI ADV,0,0,0,0,0,0,0,0,0,0
MIAMI-DADE,2000025,M/J STEM LIFE SCI,245,87,199,133,319,13,332,0.5994,0.9608,0.738
MIAMI-DADE,2000310,BIO 1,10670,3250,6026,7894,13352,568,13920,0.4329,0.9592,0.7665
MIAMI-DADE,2000315,BIO 1 CR,103,57,57,103,155,5,160,0.3563,0.9688,0.6438
MIAMI-DADE,2000320,BIO 1 HON,8375,4703,7303,5775,11795,1283,13078,0.5584,0.9019,0.6404
MIAMI-DADE,2000321,AICE BIO 1 AS,259,121,181,199,365,15,380,0.4763,0.9605,0.6816
MIAMI-DADE,2000322,PRE-AICE BIO IG,427,271,389,309,611,87,698,0.5573,0.8754,0.6117
MIAMI-DADE,2000323,AICE BIO 2 AL,24,13,25,12,34,3,37,0.6757,0.9189,0.6486
MIAMI-DADE,2000330,BIO 2 HON,51,24,41,34,74,1,75,0.5467,0.9867,0.68
MIAMI-DADE,2000340,AP BIO,1271,713,1177,807,1755,229,1984,0.5932,0.8846,0.6406
MIAMI-DADE,2000350,ANAT PHYSIO,1267,311,816,762,1508,70,1578,0.5171,0.9556,0.8029
MIAMI-DADE,2000360,ANAT PHYSIO HON,3297,1462,2999,1760,4400,359,4759,0.6302,0.9246,0.6928
MIAMI-DADE,2000370,BOTANY,70,35,56,49,99,6,105,0.5333,0.9429,0.6667
MIAMI-DADE,2000380,ECOLOGY,64,23,39,48,79,8,87,0.4483,0.908,0.7356
MIAMI-DADE,2000410,ZOOLOGY,531,310,391,450,771,70,841,0.4649,0.9168,0.6314
MIAMI-DADE,2000430,BIOTECH,47,26,30,43,66,7,73,0.411,0.9041,0.6438
MIAMI-DADE,2000440,GENETICS HON,74,54,84,44,116,12,128,0.6563,0.9063,0.5781
MIAMI-DADE,2000500,BIOSCIENCE 1 HON,75,28,62,41,88,15,103,0.6019,0.8544,0.7282
MIAMI-DADE,2000510,BIOSCIENCE 2 HON,18,8,15,11,21,5,26,0.5769,0.8077,0.6923
MIAMI-DADE,2000520,BIOSCIENCE 3 HON,27,19,19,27,42,4,46,0.413,0.913,0.587
MIAMI-DADE,2000800,FL PRE-IB BIO 1,218,190,251,157,349,59,408,0.6152,0.8554,0.5343
MIAMI-DADE,2000805,IB BIOLOGY 1,81,101,123,59,151,31,182,0.6758,0.8297,0.4451
MIAMI-DADE,2000810,IB BIOLOGY 2,122,139,175,86,199,62,261,0.6705,0.7625,0.4674
MIAMI-DADE,2000820,IB BIOLOGY 3,93,108,135,66,165,36,201,0.6716,0.8209,0.4627
MIAMI-DADE,2000850,IB MYP BIOLOGY,81,52,65,68,120,13,133,0.4887,0.9023,0.609
MIAMI-DADE,2001010,M/J ERTH/SPA SCI,4,14,10,8,12,6,18,0.5556,0.6667,0.2222
MIAMI-DADE,2001020,M/J ERTH/SPA SCI ADV,0,0,0,0,0,0,0,0,0,0
MIAMI-DADE,2001025,M/J STEM ASTRO/SPACE,105,46,64,87,140,11,151,0.4238,0.9272,0.6954
MIAMI-DADE,2001310,ERTH/SPA SCI,969,444,536,877,1335,78,1413,0.3793,0.9448,0.6858
MIAMI-DADE,2001320,ERTH/SPA SCI HON,0,0,0,0,0,0,0,0,0,0
MIAMI-DADE,2001340,ENV SCI,2814,793,1585,2022,3432,175,3607,0.4394,0.9515,0.7801
MIAMI-DADE,2001341,ENV SCI HON,313,135,241,207,424,24,448,0.5379,0.9464,0.6987
MIAMI-DADE,2001370,IB ENV SYS & SOC 1,22,37,38,21,48,11,59,0.6441,0.8136,0.3729
MIAMI-DADE,2001380,AP ENV SCI,1193,879,1192,880,1754,318,2072,0.5753,0.8465,0.5758
MIAMI-DADE,2001381,AICE ENV MGMNT AS,478,318,474,322,728,68,796,0.5955,0.9146,0.6005
MIAMI-DADE,2002040,M/J COMPRE SCI 1,11390,2504,6487,7407,13321,573,13894,0.4669,0.9588,0.8198
MIAMI-DADE,2002050,M/J COMPRE SCI 1 ADV,6183,3394,5015,4562,8730,847,9577,0.5237,0.9116,0.6456
MIAMI-DADE,2002056,M/J SCI 1 CLS,1360,781,1083,1058,1918,223,2141,0.5058,0.8958,0.6352
MIAMI-DADE,2002060,M/J IB MYP COMP SCI1,357,154,258,253,429,82,511,0.5049,0.8395,0.6986
MIAMI-DADE,2002070,M/J COMPRE SCI 2,11950,2373,6357,7966,13747,576,14323,0.4438,0.9598,0.8343
MIAMI-DADE,2002080,M/J COMPRE SCI 2 ADV,3562,2214,3076,2700,5229,547,5776,0.5325,0.9053,0.6167
MIAMI-DADE,2002086,M/J SCI 2 CLS,737,543,640,640,1105,175,1280,0.5,0.8633,0.5758
MIAMI-DADE,2002090,M/J IB MYP COMP SCI2,338,97,248,187,409,26,435,0.5701,0.9402,0.777
MIAMI-DADE,2002100,M/J COMPRE SCI 3,10354,2160,5601,6913,12072,442,12514,0.4476,0.9647,0.8274
MIAMI-DADE,2002110,M/J COMPRE SCI 3 ADV,1397,747,1165,979,2004,140,2144,0.5434,0.9347,0.6516
MIAMI-DADE,2002115,M/J SCI 3 CLS,295,156,222,229,398,53,451,0.4922,0.8825,0.6541
MIAMI-DADE,2002120,M/J IB MYP COMP SCI3,114,33,63,84,140,7,147,0.4286,0.9524,0.7755
MIAMI-DADE,2002200,M/J STEM ENV SCI,184,41,91,134,213,12,225,0.4044,0.9467,0.8178
MIAMI-DADE,2002340,EXP SCI 1 HON,596,309,441,464,816,89,905,0.4873,0.9017,0.6586
MIAMI-DADE,2002350,EXP SCI 2 HON,389,231,355,265,571,49,620,0.5726,0.921,0.6274
MIAMI-DADE,2002360,EXP SCI 3 HON,227,136,184,179,332,31,363,0.5069,0.9146,0.6253
MIAMI-DADE,2002370,EXP SCI 4 HON,221,133,163,191,339,15,354,0.4605,0.9576,0.6243
MIAMI-DADE,2002400,INTEG SCI 1,10,5,8,7,12,3,15,0.5333,0.8,0.6667
MIAMI-DADE,2002410,INTEG SCI 1 HON,44,12,27,29,43,13,56,0.4821,0.7679,0.7857
MIAMI-DADE,2002420,INTEG SCI 2,48,11,25,34,56,3,59,0.4237,0.9492,0.8136
MIAMI-DADE,2002440,INTEG SCI 3,0,0,0,0,0,0,0,0,0,0
MIAMI-DADE,2002450,INTEG SCI 3 HON,10,3,6,7,12,1,13,0.4615,0.9231,0.7692
MIAMI-DADE,2002480,FORC SCI 1,1435,575,1144,866,1880,130,2010,0.5692,0.9353,0.7139
MIAMI-DADE,2002490,FORC SCI 2,174,63,147,90,212,25,237,0.6203,0.8945,0.7342
MIAMI-DADE,2002500,MARINE SCI 1,1313,428,742,999,1591,150,1741,0.4262,0.9138,0.7542
MIAMI-DADE,2002510,MARINE SCI 1 HON,1749,1094,1436,1407,2541,302,2843,0.5051,0.8938,0.6152
MIAMI-DADE,2002515,AICE MARINE SCI 1 AS,381,354,424,311,641,94,735,0.5769,0.8721,0.5184
MIAMI-DADE,2002530,MARINE SCI 2 HON,103,123,99,127,167,59,226,0.4381,0.7389,0.4558
MIAMI-DADE,2002535,AICE MARINE SCI 2 AL,124,85,114,95,186,23,209,0.5455,0.89,0.5933
MIAMI-DADE,2002540,SOLAR ENERGY HON,14,62,40,36,51,25,76,0.5263,0.6711,0.1842
MIAMI-DADE,2003010,M/J PHY SCI,1,18,12,7,16,3,19,0.6316,0.8421,0.0526
MIAMI-DADE,2003020,M/J PHY SCI ADV,0,0,0,0,0,0,0,0,0,0
MIAMI-DADE,2003030,M/J STEM PHYSIC SCI,152,14,52,114,165,1,166,0.3133,0.994,0.9157
MIAMI-DADE,2003310,PHY SCI,10796,2800,5969,7627,13110,486,13596,0.439,0.9643,0.7941
MIAMI-DADE,2003320,PHY SCI HON,8461,5122,7346,6237,12236,1347,13583,0.5408,0.9008,0.6229
MIAMI-DADE,2003335,PRE-AICE PHYS SCI IG,450,184,317,317,605,29,634,0.5,0.9543,0.7098
MIAMI-DADE,2003340,CHEM 1,6405,1947,3794,4558,7943,409,8352,0.4543,0.951,0.7669
MIAMI-DADE,2003345,CHEM 1 CR,64,29,31,62,93,0,93,0.3333,1,0.6882
MIAMI-DADE,2003350,CHEM 1 HON,7154,3866,6176,4844,9880,1140,11020,0.5604,0.8966,0.6492
MIAMI-DADE,2003360,CHEM 2 HON,64,34,55,43,86,12,98,0.5612,0.8776,0.6531
MIAMI-DADE,2003370,AP CHEM,450,380,469,361,719,111,830,0.5651,0.8663,0.5422
MIAMI-DADE,2003371,AICE CHEM 1 AS,29,35,30,34,52,12,64,0.4688,0.8125,0.4531
MIAMI-DADE,2003372,PRE-AICE CHEM IG,161,127,154,134,250,38,288,0.5347,0.8681,0.559
MIAMI-DADE,2003373,AICE CHEM 2 AL,14,16,14,16,28,2,30,0.4667,0.9333,0.4667
MIAMI-DADE,2003380,PHYS 1,802,216,501,517,975,43,1018,0.4921,0.9578,0.7878
MIAMI-DADE,2003390,PHYS 1 HON,2703,1277,2002,1978,3626,354,3980,0.503,0.9111,0.6791
MIAMI-DADE,2003410,PHYS 2 HON,21,4,6,19,25,0,25,0.24,1,0.84
MIAMI-DADE,2003421,AP PHYSICS 1,313,207,159,361,463,57,520,0.3058,0.8904,0.6019
MIAMI-DADE,2003422,AP PHYSICS 2,18,17,9,26,34,1,35,0.2571,0.9714,0.5143
MIAMI-DADE,2003425,AP PHYSICS C: E&M,29,24,12,41,47,6,53,0.2264,0.8868,0.5472
MIAMI-DADE,2003430,AP PHYSICS C: ME,79,125,56,148,169,35,204,0.2745,0.8284,0.3873
MIAMI-DADE,2003431,AICE PHYSICS 1 AS,44,22,23,43,59,7,66,0.3485,0.8939,0.6667
MIAMI-DADE,2003432,PRE-AICE PHYSICS IG,43,17,17,43,55,5,60,0.2833,0.9167,0.7167
MIAMI-DADE,2003433,AICE PHYSICS 2 AL,11,12,6,17,21,2,23,0.2609,0.913,0.4783
MIAMI-DADE,2003800,FL PRE-IB CHEM 1,205,295,322,178,402,98,500,0.644,0.804,0.41
MIAMI-DADE,2003805,IB CHEMISTRY 1,26,11,21,16,36,1,37,0.5676,0.973,0.7027
MIAMI-DADE,2003810,IB CHEMISTRY 2,64,98,101,61,115,47,162,0.6235,0.7099,0.3951
MIAMI-DADE,2003820,IB CHEMISTRY 3,22,63,46,39,68,17,85,0.5412,0.8,0.2588
MIAMI-DADE,2003845,IB PHYSICS 2,14,17,8,23,15,16,31,0.2581,0.4839,0.4516
MIAMI-DADE,2003850,IB PHYSICS 3,0,0,0,0,0,0,0,0,0,0
MIAMI-DADE,2020910,ASTR S/G HON,35,6,20,21,40,1,41,0.4878,0.9756,0.8537
MONROE,2000010,M/J LIF SCI,268,315,276,307,311,272,583,0.4734,0.5334,0.4597
MONROE,2000020,M/J LIF SCI ADV,38,37,43,32,31,44,75,0.5733,0.4133,0.5067
MONROE,2000310,BIO 1,183,134,125,192,195,122,317,0.3943,0.6151,0.5773
MONROE,2000320,BIO 1 HON,112,226,186,152,143,195,338,0.5503,0.4231,0.3314
MONROE,2000340,AP BIO,19,49,40,28,25,43,68,0.5882,0.3676,0.2794
MONROE,2000350,ANAT PHYSIO,5,7,8,4,6,6,12,0.6667,0.5,0.4167
MONROE,2000360,ANAT PHYSIO HON,12,19,17,14,15,16,31,0.5484,0.4839,0.3871
MONROE,2000500,BIOSCIENCE 1 HON,0,0,0,0,0,0,0,0,0,0
MONROE,2001010,M/J ERTH/SPA SCI,323,262,271,314,340,245,585,0.4632,0.5812,0.5521
MONROE,2001020,M/J ERTH/SPA SCI ADV,24,37,32,29,27,34,61,0.5246,0.4426,0.3934
MONROE,2001340,ENV SCI,205,171,174,202,209,167,376,0.4628,0.5559,0.5452
MONROE,2001341,ENV SCI HON,34,46,35,45,33,47,80,0.4375,0.4125,0.425
MONROE,2001380,AP ENV SCI,20,85,70,35,33,72,105,0.6667,0.3143,0.1905
MONROE,2002200,M/J STEM ENV SCI,28,38,23,43,27,39,66,0.3485,0.4091,0.4242
MONROE,2002400,INTEG SCI 1,54,27,31,50,46,35,81,0.3827,0.5679,0.6667
MONROE,2002500,MARINE SCI 1,49,47,30,66,61,35,96,0.3125,0.6354,0.5104
MONROE,2002510,MARINE SCI 1 HON,39,69,57,51,44,64,108,0.5278,0.4074,0.3611
MONROE,2002530,MARINE SCI 2 HON,4,14,9,9,1,17,18,0.5,0.0556,0.2222
MONROE,2003010,M/J PHY SCI,226,154,174,206,248,132,380,0.4579,0.6526,0.5947
MONROE,2003030,M/J STEM PHYSIC SCI,25,41,24,42,28,38,66,0.3636,0.4242,0.3788
MONROE,2003320,PHY SCI HON,64,133,105,92,77,120,197,0.533,0.3909,0.3249
